frame,DetObj#,x,y,z,v,snr,noise
0,0,0.42858532071113586,1.6460131406784058,0.21429266035556793,0.0,188,624
0,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,126,557
1,0,0.42858532071113586,1.6521047353744507,0.16071949899196625,0.0,192,622
1,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,123,556
2,0,0.42858532071113586,1.6521047353744507,0.16071949899196625,0.0,195,620
2,1,-0.8035975098609924,1.1221626996994019,2.169713258743286,0.0,120,560
2,2,-3.0000972747802734,1.6284831762313843,0.3214389979839325,0.0,122,524
2,3,0.8571706414222717,3.013460874557495,1.3929022550582886,0.0,122,524
3,0,0.42858532071113586,1.6521047353744507,0.16071949899196625,0.0,193,621
3,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,127,554
4,0,0.42858532071113586,1.6521047353744507,0.16071949899196625,0.0,195,621
4,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,128,553
5,0,0.42858532071113586,1.6521047353744507,0.16071949899196625,0.0,197,620
5,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,129,553
6,0,0.42858532071113586,1.6521047353744507,0.16071949899196625,0.0,195,622
6,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,125,555
7,0,0.42858532071113586,1.6460131406784058,0.21429266035556793,0.0,194,622
7,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,125,555
8,0,0.3750121593475342,1.65903902053833,0.21429266035556793,0.0,190,623
8,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,127,553
9,0,0.3750121593475342,1.65903902053833,0.21429266035556793,0.0,189,625
9,1,-0.9576203227043152,1.451520323753357,2.1764097213745117,0.0,125,557
10,0,0.3750121593475342,1.6650829315185547,0.16071949899196625,0.0,195,624
10,1,-0.8839572668075562,1.0600178241729736,2.169713258743286,0.0,113,570
11,0,0.3750121593475342,1.669386625289917,0.10714633017778397,0.0,196,627
11,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,122,561
12,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,198,625
12,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,122,563
13,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,198,622
13,1,-0.9576203227043152,1.3116369247436523,2.2634661197662354,0.0,116,565
13,2,0.9241370558738708,4.407852649688721,-2.0022969245910645,0.0,123,447
13,3,-2.4643654823303223,2.9546704292297363,-3.0804567337036133,0.0,123,447
13,4,-4.004593849182129,2.8566982746124268,0.3080456852912903,0.0,123,447
14,0,0.42858532071113586,1.6521047353744507,0.16071949899196625,0.0,191,626
14,1,-0.9576203227043152,1.5742530822753906,2.089353322982788,0.0,118,562
14,2,-4.158616542816162,2.640941858291626,0.15402284264564514,0.0,114,449
14,3,-2.4643654823303223,1.4773354530334473,-4.004593849182129,0.0,114,449
14,4,0.9241370558738708,4.535181522369385,-1.694251298904419,0.0,114,449
15,0,0.42858532071113586,1.6521047353744507,0.16071949899196625,0.0,196,624
15,1,-0.9576203227043152,1.451520323753357,2.1764097213745117,0.0,125,558
16,0,0.42858532071113586,1.6521047353744507,0.16071949899196625,0.0,197,624
16,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,125,557
17,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,198,623
17,1,-3.8505711555480957,3.0727460384368896,0.15402284264564514,0.0,122,439
17,2,-2.31034255027771,3.478325605392456,-2.6183884143829346,0.0,122,439
17,3,0.6160913705825806,4.223709583282471,2.4643654823303223,0.0,122,439
18,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,201,622
18,1,-0.8839572668075562,1.0600178241729736,2.169713258743286,0.0,116,568
18,2,-3.8505711555480957,3.061143159866333,0.3080456852912903,0.0,116,449
18,3,-2.6183884143829346,1.6154049634933472,-3.8505711555480957,0.0,116,449
18,4,0.9241370558738708,4.334587097167969,2.1563198566436768,0.0,116,449
19,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,198,623
19,1,-0.9576203227043152,1.451520323753357,2.1764097213745117,0.0,121,562
19,2,-2.7724111080169678,2.4787631034851074,-3.2344796657562256,0.0,121,448
19,3,0.6160913705825806,4.388975620269775,2.1563198566436768,0.0,121,448
19,4,-4.3126397132873535,2.3811349868774414,0.15402284264564514,0.0,121,448
20,0,0.42858532071113586,1.6521047353744507,0.16071949899196625,0.0,194,625
20,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,115,566
20,2,0.7701141834259033,4.198358535766602,2.4643654823303223,0.0,125,443
20,3,-2.4643654823303223,2.3811354637145996,-3.542525291442871,0.0,125,443
20,4,-4.158616542816162,2.6047627925872803,0.4620685279369354,0.0,125,443
21,0,0.3750121593475342,1.6650829315185547,0.16071949899196625,0.0,189,630
21,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,116,567
21,2,0.9241370558738708,4.254488945007324,2.31034255027771,0.0,118,451
21,3,-2.4643654823303223,2.3811354637145996,-3.542525291442871,0.0,118,451
21,4,-4.004593849182129,2.8691277503967285,0.15402284264564514,0.0,118,451
21,5,-0.3080456852912903,3.4129183292388916,-3.542525291442871,-0.3491728901863098,136,370
22,0,0.42858532071113586,1.6521047353744507,0.16071949899196625,0.0,192,630
22,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,125,560
22,2,-4.004593849182129,2.8691277503967285,-0.15402284264564514,0.0,121,438
22,3,-2.4643654823303223,3.847489356994629,-1.8482741117477417,0.0,121,438
22,4,0.7701141834259033,4.503686904907227,1.8482741117477417,0.0,121,438
23,0,0.42858532071113586,1.6521047353744507,0.16071949899196625,0.0,199,625
23,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,122,560
24,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,196,625
24,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,123,560
24,2,0.7701141834259033,4.198358535766602,2.4643654823303223,0.0,118,447
24,3,-4.004593849182129,2.8691277503967285,-0.15402284264564514,0.0,118,447
24,4,-3.2344796657562256,3.559227705001831,-1.0781599283218384,0.0,118,447
25,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,196,624
25,1,-0.9576203227043152,1.451520323753357,2.1764097213745117,0.0,125,557
25,2,0.9241370558738708,4.254488945007324,2.31034255027771,0.0,112,449
25,3,-2.31034255027771,3.223459243774414,-2.92643404006958,0.0,112,449
25,4,-4.004593849182129,2.8566982746124268,-0.3080456852912903,0.0,112,449
26,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,196,624
26,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,127,554
27,0,0.3750121593475342,1.6650829315185547,0.16071949899196625,0.0,197,622
27,1,-0.8705639243125916,1.6240159273147583,2.089353322982788,0.0,131,549
28,0,0.3750121593475342,1.6650829315185547,0.16071949899196625,0.0,198,621
28,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,133,551
29,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,200,622
29,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,127,558
30,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,202,622
30,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,128,554
31,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,199,622
31,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,130,552
32,0,0.3750121593475342,1.6650829315185547,0.16071949899196625,0.0,196,624
32,1,-0.9576203227043152,1.451520323753357,2.1764097213745117,0.0,126,554
33,0,0.3750121593475342,1.669386625289917,0.10714633017778397,0.0,195,625
33,1,-0.9576203227043152,1.451520323753357,2.1764097213745117,0.0,124,555
34,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,198,623
34,1,-0.9576203227043152,1.5742530822753906,2.089353322982788,0.0,129,550
35,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,198,623
35,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,127,551
36,0,0.3750121593475342,1.669386625289917,0.10714633017778397,0.0,195,626
36,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,116,562
37,0,0.3750121593475342,1.669386625289917,0.10714633017778397,0.0,198,623
37,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,127,555
38,0,0.42858532071113586,1.6521047353744507,0.16071949899196625,0.0,199,622
38,1,-0.8705639243125916,1.5053458213806152,2.1764097213745117,0.0,126,553
39,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,202,618
39,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,123,558
39,2,-2.6183884143829346,3.5758519172668457,-2.1563198566436768,0.0,114,446
39,3,1.2321827411651611,4.2572760581970215,-2.1563198566436768,0.0,114,446
39,4,0.6160913705825806,4.028220176696777,2.7724111080169678,0.0,114,446
40,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,200,621
40,1,-0.9576203227043152,1.451520323753357,2.1764097213745117,0.0,127,555
41,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,197,628
41,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,124,558
42,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,201,624
42,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,124,558
43,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,198,627
43,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,127,556
44,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,198,626
44,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,131,554
45,0,0.42858532071113586,1.6564420461654663,0.10714633017778397,0.0,196,626
45,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,127,555
45,2,-2.812591075897217,1.5529145002365112,0.10044968128204346,0.0,116,539
45,3,1.2053961753845215,2.918231725692749,0.6026980876922607,0.0,116,539
46,0,0.3750121593475342,1.669386625289917,0.10714633017778397,0.0,193,628
46,1,-0.8705639243125916,1.3709653615951538,2.2634661197662354,0.0,127,557
46,2,-2.712141513824463,1.722353219985962,0.10044968128204346,0.0,115,541
