0,0,9.23819,1.17861,1.47326,0,11.6,
1,0,9.23819,1.17861,1.47326,0,11.5,
2,0,9.23819,1.17861,1.47326,0,11.4,
3,0,9.23819,1.17861,1.47326,0,11.3,
4,0,9.23819,1.17861,1.47326,0,11.4,
5,0,9.23819,1.17861,1.47326,0,11.3,
6,0,9.23819,1.17861,1.47326,0,11.6,
7,0,9.23819,1.17861,1.47326,0,11.5,
8,0,9.23819,1.17861,1.47326,0,11.5,
9,0,9.23819,1.17861,1.47326,0,11.4,
10,0,9.23819,1.17861,1.47326,0,11.3,
10,1,2.09479,1.82818,0.174113,0.230991,11.3,
11,0,9.23819,1.17861,1.47326,0,11.4,
11,1,2.21438,1.65407,0.348226,0.230991,16.2,
12,0,9.23819,1.17861,1.47326,0,11.4,
12,1,2.05645,1.82818,0.435282,0.230991,11.5,
13,0,9.23819,1.17861,1.47326,0,11.3,
14,0,9.23819,1.17861,1.47326,0,11.3,
15,0,9.23819,1.17861,1.47326,0,11.3,
16,0,9.23819,1.17861,1.47326,0,11.4,
17,0,9.23819,1.17861,1.47326,0,11.3,
18,0,9.23819,1.17861,1.47326,0,11.4,
18,1,2.21438,1.65407,0.348226,-0.230991,11.8,
19,0,9.23819,1.17861,1.47326,0,11.3,
20,0,9.23819,1.17861,1.47326,0,11.4,
20,1,2.14661,1.74113,0.348226,-0.230991,12.8,
21,0,9.23819,1.17861,1.47326,0,11.3,
21,1,2.15893,1.74113,0.261169,-0.230991,15.1,
22,0,9.23819,1.17861,1.47326,0,11.4,
22,1,2.13066,1.74113,0.435282,-0.230991,13.8,
23,0,9.23819,1.17861,1.47326,0,11.4,
24,0,9.23819,1.17861,1.47326,0,11.2,
25,0,9.23819,1.17861,1.47326,0,11.4,
26,0,9.23819,1.17861,1.47326,0,11.4,
27,0,9.23819,1.17861,1.47326,0,11.5,
28,None,None,None,None,None,None,
29,0,9.23819,1.17861,1.47326,0,11.2,
30,0,9.23819,1.17861,1.47326,0,11.2,
31,0,9.23819,1.17861,1.47326,0,11.3,
32,0,9.23819,1.17861,1.47326,0,11.4,
33,0,9.23819,1.17861,1.47326,0,11.5,
34,0,9.23819,1.17861,1.47326,0,11.3,
35,0,9.23819,1.17861,1.47326,0,11.3,
36,0,9.23819,1.17861,1.47326,0,11.4,
37,0,9.23819,1.17861,1.47326,0,11.3,
38,0,9.23819,1.17861,1.47326,0,11.4,
39,0,9.23819,1.17861,1.47326,0,11.2,
