0,0,0.444205,-0.93753,0.267866,0,23.1,
0,1,1.0583,-0.167416,0,0,23.1,
0,2,4.3185,-0,1.26567,0,16.3,
0,3,5.77176,0.180809,0.361619,0,16.6,
0,4,5.49667,7.66096,0,0,16.2,
0,5,6.97422,-7.23907,0.629485,0,15.1,
1,0,0.444205,-0.93753,0.267866,0,22.3,
1,1,1.05193,-0.200899,-0.0334832,0,22.3,
1,2,4.35498,-0.14063,1.12504,0,16.2,
1,3,5.77176,0.180809,0.361619,0,15.5,
1,4,5.49667,7.66096,0,0,16.5,
1,5,6.97422,-7.23907,0.629485,0,15.3,
2,0,1.02821,-0.301349,0,0,23.2,
2,1,0.641446,-0.803598,0.301349,0,23.2,
2,2,4.35498,-0.14063,1.12504,0,17.5,
2,3,5.77176,0.180809,0.361619,0,15.3,
2,4,5.49667,7.66096,0,0,16.2,
2,5,6.97422,-7.23907,0.629485,0,15,
3,0,0.912687,-0.535732,0.167416,0,27.3,
3,1,4.35498,-0.14063,1.12504,0,18.6,
3,2,5.77176,0.180809,0.361619,0,15.3,
3,3,5.49667,7.66096,0,0,16.1,
3,4,6.97422,-7.23907,0.629485,0,15.4,
4,0,1.08411,-0.401799,-0.562518,0,25,
4,1,4.35498,-0.14063,1.12504,0,20.2,
4,2,5.75758,0.180809,0.542428,0,15.4,
4,3,5.49667,7.66096,0,0,16.2,
4,4,6.97422,-7.23907,0.629485,0,15.7,
4,5,8.73406,-6.48905,1.02459,0,14.7,
5,0,0.922462,-0.401799,0.368316,0,25.1,
5,1,0.714222,-0.435282,-0.669665,0,25.1,
5,2,4.35498,-0.14063,1.12504,0,19.1,
5,3,5.75758,0.180809,0.542428,0,15.9,
5,4,5.49667,7.66096,0,0,16.3,
5,5,6.97422,-7.23907,0.629485,0,15.1,
6,0,0.916976,-0.502248,0.234383,0,30.7,
6,1,4.27245,0.14063,1.4063,0,17.1,
6,2,5.77176,0.180809,0.361619,0,17.1,
6,3,5.49667,7.66096,0,0,16.2,
6,4,6.97422,-7.23907,0.629485,0,15.1,
